.\gitmap\archive\create.go|158|return without blank line|return result.NewSuccess(false)
.\gitmap\archive\create.go|161|return without blank line|return result.NewSuccess(false)
.\gitmap\archive\create.go|170|return without blank line|return in
.\gitmap\archive\create.go|184|return without blank line|return result.NewSuccess(true)
.\gitmap\archive\create.go|187|return without blank line|return result.NewSuccess(true)
.\gitmap\archive\create.go|198|return without blank line|return result.NewSuccess(emptyDefault)
.\gitmap\archive\create.go|202|return without blank line|return result.NewSuccess(true)
.\gitmap\archive\create.go|212|return without blank line|return archives.CompressedArchive{Archival: archives.Tar{}, Compression: archives.Gz{CompressionLevel: gzipLevel(mode)}}, nil
.\gitmap\archive\create.go|214|return without blank line|return archives.CompressedArchive{Archival: archives.Tar{}, Compression: archives.Bz2{CompressionLevel: bz2Level(mode)}}, nil
.\gitmap\archive\create.go|216|return without blank line|return archives.CompressedArchive{Archival: archives.Tar{}, Compression: archives.Xz{}}, nil
.\gitmap\archive\create.go|218|return without blank line|return archives.CompressedArchive{Archival: archives.Tar{}, Compression: archives.Zstd{}}, nil
.\gitmap\archive\create.go|230|return without blank line|return archives.Zip{Compression: zip.Deflate, SelectiveCompression: true}, nil
.\gitmap\archive\create.go|232|return without blank line|return archives.Tar{}, nil
.\gitmap\archive\create.go|234|return without blank line|return buildCompressedTarArchiver(format, mode)
.\gitmap\archive\create.go|244|return without blank line|return gzip.BestSpeed
.\gitmap\archive\create.go|246|return without blank line|return gzip.BestCompression
.\gitmap\archive\create.go|248|return without blank line|return gzip.DefaultCompression
.\gitmap\archive\create.go|258|return without blank line|return 1
.\gitmap\archive\create.go|260|return without blank line|return 9
.\gitmap\archive\create.go|262|return without blank line|return 6
.\gitmap\archive\create.go|274|return without blank line|return flate.BestSpeed
.\gitmap\archive\create.go|276|return without blank line|return flate.BestCompression
.\gitmap\archive\create.go|278|return without blank line|return flate.DefaultCompression
.\gitmap\archive\create.go|106|monolithic function|length 19
.\gitmap\archive\extract.go|40|return without blank line|return res, err
.\gitmap\archive\extract.go|46|return without blank line|return res, err
.\gitmap\archive\extract.go|56|return without blank line|return format, fmt.Errorf("identify %q: %w", srcArchive, err)
.\gitmap\archive\extract.go|59|return without blank line|return format, err
.\gitmap\archive\extract.go|61|return without blank line|return format, nil
.\gitmap\archive\extract.go|67|return without blank line|return res, fmt.Errorf("extract: %w", err)
.\gitmap\archive\extract.go|73|return without blank line|return res, err
.\gitmap\archive\extract.go|78|return without blank line|return res, err
.\gitmap\archive\extract.go|82|return without blank line|return res, nil
.\gitmap\archive\extract.go|92|return without blank line|return 0, err
.\gitmap\archive\extract.go|98|return without blank line|return 0, fmt.Errorf("identify: %w", err)
.\gitmap\archive\extract.go|104|return without blank line|return 0, fmt.Errorf("format %s is not extractable", format.Extension())
.\gitmap\archive\extract.go|113|return without blank line|return extractArchiveEntry(destDir, entry, &written)
.\gitmap\archive\extract.go|117|return without blank line|return written, err
.\gitmap\archive\extract.go|119|return without blank line|return written, nil
.\gitmap\archive\extract.go|126|return without blank line|return fmt.Errorf("rejecting entry with unsafe path: %q", entry.NameInArchive)
.\gitmap\archive\extract.go|131|return without blank line|return os.MkdirAll(clean, constants.DirPermission)
.\gitmap\archive\extract.go|135|return without blank line|return err
.\gitmap\archive\extract.go|137|return without blank line|return writeArchiveFile(entry, clean, written)
.\gitmap\archive\extract.go|151|return without blank line|return err
.\gitmap\archive\extract.go|161|return without blank line|return err
.\gitmap\archive\extract.go|166|return without blank line|return err
.\gitmap\archive\extract.go|169|return without blank line|return nil
.\gitmap\archive\extract.go|180|return without blank line|return ""
.\gitmap\archive\extract.go|184|return without blank line|return ""
.\gitmap\archive\extract.go|190|return without blank line|return ""
.\gitmap\archive\extract.go|202|return without blank line|return flattened, err
.\gitmap\archive\extract.go|206|return without blank line|return flattened, err
.\gitmap\archive\extract.go|211|return without blank line|return flattened, err
.\gitmap\archive\extract.go|213|return without blank line|return flattened, moveEntries(root, finalDir, entries)
.\gitmap\archive\extract.go|222|return without blank line|return root, flattened, err
.\gitmap\archive\extract.go|236|return without blank line|return root, flattened, nil
.\gitmap\archive\extract.go|244|return without blank line|return err
.\gitmap\archive\extract.go|247|return without blank line|return nil
.\gitmap\archive\extract.go|255|return without blank line|return nil
.\gitmap\archive\extract.go|259|return without blank line|return err
.\gitmap\archive\extract.go|263|return without blank line|return copyDir(src, dst)
.\gitmap\archive\extract.go|271|return without blank line|return filepath.WalkDir(src, func(path string, d fs.DirEntry, err error) error {
.\gitmap\archive\extract.go|273|return without blank line|return err
.\gitmap\archive\extract.go|275|return without blank line|return copyDirEntry(src, dst, path, d)
.\gitmap\archive\extract.go|282|return without blank line|return err
.\gitmap\archive\extract.go|287|return without blank line|return os.MkdirAll(target, constants.DirPermission)
.\gitmap\archive\extract.go|291|return without blank line|return err
.\gitmap\archive\extract.go|301|return without blank line|return err
.\gitmap\archive\extract.go|306|return without blank line|return err
.\gitmap\archive\extract.go|308|return without blank line|return streamToFile(in, dst, mode)
.\gitmap\archive\extract.go|314|return without blank line|return err
.\gitmap\archive\extract.go|319|return without blank line|return err
.\gitmap\archive\extract.go|334|return without blank line|return base[:len(base)-len(ext)]
.\gitmap\archive\extract.go|64|monolithic function|length 19
.\gitmap\archive\extract.go|89|monolithic function|length 19
.\gitmap\archive\extract.go|122|monolithic function|length 16
.\gitmap\archive\extract.go|174|monolithic function|length 20
.\gitmap\archive\extract.go|216|monolithic function|length 21
.\gitmap\archive\extract.go|279|monolithic function|length 16
.\gitmap\archive\list.go|30|return without blank line|return nil, FormatUnknown, err
.\gitmap\archive\list.go|36|return without blank line|return nil, FormatFromPath(path), fmt.Errorf("archive identify: %w", err)
.\gitmap\archive\list.go|42|return without blank line|return nil, mholtToFormat(format), fmt.Errorf("format %s is not extractable", format.Extension())
.\gitmap\archive\list.go|53|return without blank line|return io.EOF
.\gitmap\archive\list.go|56|return without blank line|return nil
.\gitmap\archive\list.go|60|return without blank line|return out, mholtToFormat(format), nil
.\gitmap\archive\list.go|62|return without blank line|return out, mholtToFormat(format), err
.\gitmap\archive\list.go|27|monolithic function|length 19
.\gitmap\archive\source.go|57|return without blank line|return SourceGit
.\gitmap\archive\source.go|60|return without blank line|return SourceHTTP
.\gitmap\archive\source.go|69|return without blank line|return result.NewSuccess(false)
.\gitmap\archive\source.go|80|return without blank line|return true
.\gitmap\archive\source.go|83|return without blank line|return true
.\gitmap\archive\source.go|86|return without blank line|return true
.\gitmap\archive\source.go|99|return without blank line|return ResolvedSource{Original: raw}, err
.\gitmap\archive\source.go|102|return without blank line|return ResolvedSource{Original: raw}, fmt.Errorf("local source %q: %w", raw, err)
.\gitmap\archive\source.go|108|return without blank line|return resolveHTTP(ctx, raw)
.\gitmap\archive\source.go|111|return without blank line|return resolveGit(ctx, raw)
.\gitmap\archive\source.go|131|return without blank line|return ResolvedSource{Original: raw}, err
.\gitmap\archive\source.go|138|return without blank line|return ResolvedSource{Original: raw, Kind: SourceHTTP, LocalPath: dst, CleanupDir: dir}, nil
.\gitmap\archive\source.go|155|return without blank line|return err
.\gitmap\archive\source.go|168|return without blank line|return err
.\gitmap\archive\source.go|172|return without blank line|return errors.New("aria2c produced empty file")
.\gitmap\archive\source.go|182|return without blank line|return err
.\gitmap\archive\source.go|187|return without blank line|return err
.\gitmap\archive\source.go|191|return without blank line|return fmt.Errorf("http %s", resp.Status)
.\gitmap\archive\source.go|195|return without blank line|return err
.\gitmap\archive\source.go|208|return without blank line|return "download.bin"
.\gitmap\archive\source.go|212|return without blank line|return "download.bin"
.\gitmap\archive\source.go|224|return without blank line|return ResolvedSource{Original: raw}, err
.\gitmap\archive\source.go|246|return without blank line|return "", err
.\gitmap\archive\source.go|250|return without blank line|return "", err
.\gitmap\archive\source.go|264|return without blank line|return "", fmt.Errorf("no archive in %s", abs)
.\gitmap\archive\source.go|266|return without blank line|return found[0], nil
.\gitmap\archive\source.go|268|return without blank line|return "", fmt.Errorf("found %d archives in %s", len(found), abs)
.\gitmap\archive\source.go|94|monolithic function|length 21
.\gitmap\archive\source.go|128|monolithic function|length 20
.\gitmap\archive\source.go|153|monolithic function|length 23
.\gitmap\archive\source.go|179|monolithic function|length 22
.\gitmap\archive\source.go|221|monolithic function|length 16
.\gitmap\archive\source.go|243|monolithic function|length 27
.\gitmap\cliexit\cliexit.go|147|return without blank line|return fmt.Sprintf("gitmap %s: %s failed: %v", command, op, err)
.\gitmap\cliexit\kind.go|97|return without blank line|return code
.\gitmap\cliexit\kind.go|108|return without blank line|return label
.\gitmap\cliexit\kind_test.go|17|monolithic function|length 20
.\gitmap\cliexit\kind_test.go|53|monolithic function|length 18
.\gitmap\cliexit\report.go|151|return without blank line|return nil
.\gitmap\cliexit\report.go|168|monolithic function|length 23
.\gitmap\cliexit\report_test.go|17|monolithic function|length 20
.\gitmap\cliexit\report_test.go|57|monolithic function|length 18
.\gitmap\cliexit\report_test.go|77|monolithic function|length 17
.\gitmap\cliexit\report_test.go|98|monolithic function|length 20
.\gitmap\cloneconcurrency\resolve.go|32|return without blank line|return 0, false
.\gitmap\cloneconcurrency\resolve.go|35|return without blank line|return n, true
.\gitmap\clonefrom\buildargs_export.go|12|return without blank line|return buildGitArgs(r, dest)
.\gitmap\clonefrom\depthflag_format_test.go|98|return without blank line|return true
.\gitmap\clonefrom\depthflag_format_test.go|111|return without blank line|return "<end-of-argv>"
.\gitmap\clonefrom\execute.go|72|return without blank line|return Result{Row: r, Dest: dest, Status: constants.CloneFromStatusSkipped,
.\gitmap\clonefrom\execute.go|75|return without blank line|return runRowLifecycle(r, dest, absDest, cwd, start)
.\gitmap\clonefrom\execute.go|82|return without blank line|return makeFailedResult(r, dest, detail, start)
.\gitmap\clonefrom\execute.go|87|return without blank line|return makeFailedResult(r, dest, coDetail, start)
.\gitmap\clonefrom\execute.go|89|return without blank line|return Result{Row: r, Dest: dest, Status: constants.CloneFromStatusOK,
.\gitmap\clonefrom\execute.go|97|return without blank line|return detail, false
.\gitmap\clonefrom\execute.go|99|return without blank line|return runGitClone(r, dest, cwd)
.\gitmap\clonefrom\execute.go|103|return without blank line|return Result{
.\gitmap\clonefrom\execute.go|119|return without blank line|return "", true
.\gitmap\clonefrom\execute.go|121|return without blank line|return handleGitCloneError(dest, string(out), err)
.\gitmap\clonefrom\execute.go|128|return without blank line|return cmd.CombinedOutput()
.\gitmap\clonefrom\execute.go|134|return without blank line|return tryLfsAutoFix(dest, file, outputStr, err)
.\gitmap\clonefrom\execute.go|136|return without blank line|return trimGitError(outputStr, err), false
.\gitmap\clonefrom\execute.go|144|return without blank line|return trimGitError(outputStr, originalErr), false
.\gitmap\clonefrom\execute.go|146|return without blank line|return applyLfsFix(dest, file, outputStr, originalErr)
.\gitmap\clonefrom\execute.go|153|return without blank line|return trimGitError(outputStr+"\n[LFS Fix Failed: "+fixErr.Error()+"]", originalErr), false
.\gitmap\clonefrom\execute.go|155|return without blank line|return "", true
.\gitmap\clonefrom\execute.go|161|return without blank line|return cwd
.\gitmap\clonefrom\execute.go|166|return without blank line|return wd
.\gitmap\clonefrom\execute.go|168|return without blank line|return ""
.\gitmap\clonefrom\execute.go|178|return without blank line|return append(args, r.URL, dest)
.\gitmap\clonefrom\execute.go|184|return without blank line|return append(args, constants.GitBranchFlag, branch)
.\gitmap\clonefrom\execute.go|186|return without blank line|return args
.\gitmap\clonefrom\execute.go|192|return without blank line|return append(args, fmt.Sprintf(constants.CloneFromDepthFlagFmt, depth))
.\gitmap\clonefrom\execute.go|194|return without blank line|return args
.\gitmap\clonefrom\execute.go|200|return without blank line|return append(args, constants.CloneFromNoCheckoutFlag)
.\gitmap\clonefrom\execute.go|202|return without blank line|return args
.\gitmap\clonefrom\execute.go|211|return without blank line|return last[:constants.CloneFromErrTrimLimit] + "..."
.\gitmap\clonefrom\execute.go|213|return without blank line|return last
.\gitmap\clonefrom\execute.go|226|return without blank line|return err.Error()
.\gitmap\clonefrom\execute.go|228|return without blank line|return last
.\gitmap\clonefrom\execute_checkout.go|42|return without blank line|return constants.CloneFromCheckoutDefault
.\gitmap\clonefrom\execute_checkout.go|55|return without blank line|return "", true
.\gitmap\clonefrom\execute_checkout.go|71|return without blank line|return dest
.\gitmap\clonefrom\execute_checkout_fieldsurface_test.go|39|monolithic function|length 20
.\gitmap\clonefrom\execute_checkout_test.go|49|monolithic function|length 24
.\gitmap\clonefrom\execute_checkout_test.go|79|monolithic function|length 22
.\gitmap\clonefrom\execute_checkout_test.go|114|monolithic function|length 39
.\gitmap\clonefrom\execute_concurrent.go|38|return without blank line|return ExecuteWithHooks(plan, cwd, progress, beforeRow)
.\gitmap\clonefrom\execute_concurrent_test.go|121|return without blank line|return string(rune('a'+i)) + "-row"
.\gitmap\clonefrom\execute_concurrent_test.go|29|monolithic function|length 16
.\gitmap\clonefrom\execute_concurrent_test.go|77|monolithic function|length 25
.\gitmap\clonefrom\execute_dest.go|44|return without blank line|return fmt.Sprintf(constants.MsgCloneFromMkdirParentFailFmt, err), false
.\gitmap\clonefrom\execute_dest.go|57|return without blank line|return false
.\gitmap\clonefrom\execute_dest.go|62|return without blank line|return false
.\gitmap\clonefrom\execute_dest_test.go|23|monolithic function|length 19
.\gitmap\clonefrom\execute_dest_test.go|49|monolithic function|length 21
.\gitmap\clonefrom\execute_lfs_fix.go|26|return without blank line|return match[1], true
.\gitmap\clonefrom\execute_lfs_fix.go|30|return without blank line|return match[1], true
.\gitmap\clonefrom\execute_lfs_fix.go|45|return without blank line|return fmt.Errorf(constants.ErrCloneFromLFSRestore, err, string(out))
.\gitmap\clonefrom\execute_lfs_fix.go|53|return without blank line|return fmt.Errorf(constants.ErrCloneFromLFSRmCached, err, string(out))
.\gitmap\clonefrom\execute_lfs_fix.go|64|return without blank line|return fmt.Errorf(constants.ErrCloneFromLFSCommit, err, string(out))
.\gitmap\clonefrom\execute_lfs_fix.go|72|return without blank line|return fmt.Errorf(constants.ErrCloneFromLFSPush, err, string(out))
.\gitmap\clonefrom\execute_lfs_fix.go|39|monolithic function|length 37
.\gitmap\clonefrom\execute_test.go|24|monolithic function|length 18
.\gitmap\clonefrom\execute_test.go|47|monolithic function|length 21
.\gitmap\clonefrom\execute_test.go|74|monolithic function|length 17
.\gitmap\clonefrom\execute_test.go|96|monolithic function|length 18
.\gitmap\clonefrom\execute_test.go|132|monolithic function|length 16
.\gitmap\clonefrom\jsonschema.go|40|return without blank line|return EmitReportSchema()
.\gitmap\clonefrom\jsonschema.go|42|return without blank line|return EmitInputSchema()
.\gitmap\clonefrom\jsonschema.go|44|return without blank line|return nil, fmt.Errorf(constants.MsgCloneFromEmitSchemaUnknown, kind)
.\gitmap\clonefrom\jsonschema.go|49|return without blank line|return enumSchema("Outcome bucket.", []string{
.\gitmap\clonefrom\jsonschema.go|57|return without blank line|return orderedProps(
.\gitmap\clonefrom\jsonschema.go|69|return without blank line|return orderedProps(
.\gitmap\clonefrom\jsonschema.go|155|return without blank line|return marshalSchema(buildInputRootSchema())
.\gitmap\clonefrom\jsonschema.go|167|return without blank line|return nil, err
.\gitmap\clonefrom\jsonschema_helpers.go|23|return without blank line|return propKV{name: name, schema: schema}
.\gitmap\clonefrom\jsonschema_helpers.go|74|return without blank line|return map[string]any{
.\gitmap\clonefrom\jsonschema_helpers.go|82|return without blank line|return map[string]any{"type": "string", "description": description}
.\gitmap\clonefrom\jsonschema_helpers.go|86|return without blank line|return map[string]any{"type": "integer", "minimum": 0, "description": description}
.\gitmap\clonefrom\jsonschema_helpers.go|90|return without blank line|return map[string]any{"type": "number", "minimum": 0, "description": description}
.\gitmap\clonefrom\jsonschema_helpers.go|107|return without blank line|return map[string]any{
.\gitmap\clonefrom\jsonschema_helpers.go|121|return without blank line|return map[string]any{
.\gitmap\clonefrom\jsonschema_helpers.go|41|monolithic function|length 16
.\gitmap\clonefrom\parse.go|36|return without blank line|return Plan{}, fmt.Errorf(constants.ErrCloneFromAbsPath, path, err)
.\gitmap\clonefrom\parse.go|40|return without blank line|return Plan{}, fmt.Errorf(constants.ErrCloneFromOpen, abs, err)
.\gitmap\clonefrom\parse.go|47|return without blank line|return Plan{}, err
.\gitmap\clonefrom\parse.go|61|return without blank line|return constants.FormatJSON
.\gitmap\clonefrom\parse.go|71|return without blank line|return parseJSON(r)
.\gitmap\clonefrom\parse.go|85|return without blank line|return nil, fmt.Errorf(constants.ErrCloneFromJSONDecode, err)
.\gitmap\clonefrom\parse.go|91|return without blank line|return nil, fmt.Errorf(constants.ErrCloneFromJSONRow, i+1, err)
.\gitmap\clonefrom\parse.go|33|monolithic function|length 19
.\gitmap\clonefrom\parse.go|81|monolithic function|length 16
.\gitmap\clonefrom\parse.go|101|monolithic function|length 18
.\gitmap\clonefrom\parsecsv.go|27|return without blank line|return nil, fmt.Errorf(constants.ErrCloneFromCSVHeader, err)
.\gitmap\clonefrom\parsecsv.go|31|return without blank line|return nil, fmt.Errorf(constants.ErrCloneFromCSVNoURL)
.\gitmap\clonefrom\parsecsv.go|52|return without blank line|return nil, fmt.Errorf(constants.ErrCloneFromCSVRow, rowNum, err)
.\gitmap\clonefrom\parsecsv.go|56|return without blank line|return nil, wrapCSVRowErr(rowNum, col, err)
.\gitmap\clonefrom\parsecsv.go|69|return without blank line|return fmt.Errorf(constants.ErrCloneFromCSVRow, rowNum, err)
.\gitmap\clonefrom\parsecsv.go|119|return without blank line|return row, col, err
.\gitmap\clonefrom\parsecsv.go|123|return without blank line|return row, col, err
.\gitmap\clonefrom\parsecsv.go|131|return without blank line|return row, "", nil
.\gitmap\clonefrom\parsecsv.go|135|return without blank line|return row, constants.CSVColumnDepth, fmt.Errorf(constants.ErrCloneFromBadDepth, depthStr)
.\gitmap\clonefrom\parsecsv.go|138|return without blank line|return row, "", nil
.\gitmap\clonefrom\parsecsv.go|146|return without blank line|return ""
.\gitmap\clonefrom\parsecsv.go|42|monolithic function|length 20
.\gitmap\clonefrom\parsecsv.go|85|monolithic function|length 18
.\gitmap\clonefrom\parsecsv.go|109|monolithic function|length 18
.\gitmap\clonefrom\parsecsv_columnerr_test.go|20|monolithic function|length 67
.\gitmap\clonefrom\parse_checkout_test.go|17|monolithic function|length 16
.\gitmap\clonefrom\parse_test.go|17|monolithic function|length 22
.\gitmap\clonefrom\parse_test.go|44|monolithic function|length 22
.\gitmap\clonefrom\prompt.go|15|return without blank line|return false
.\gitmap\clonefrom\render.go|62|return without blank line|return err
.\gitmap\clonefrom\render.go|96|return without blank line|return "manifest"
.\gitmap\clonefrom\render.go|157|monolithic function|length 23
.\gitmap\clonefrom\render_test.go|17|monolithic function|length 23
.\gitmap\clonefrom\render_test.go|45|monolithic function|length 16
.\gitmap\clonefrom\result_schema_drift_test.go|180|monolithic function|length 28
.\gitmap\clonefrom\summary.go|38|return without blank line|return err
.\gitmap\clonefrom\summary.go|41|return without blank line|return err
.\gitmap\clonefrom\summary.go|44|return without blank line|return err
.\gitmap\clonefrom\summary.go|48|return without blank line|return err
.\gitmap\clonefrom\summary.go|58|return without blank line|return err
.\gitmap\clonefrom\summary.go|60|return without blank line|return nil
.\gitmap\clonefrom\summary.go|92|return without blank line|return fmt.Sprintf("  %-7s  %s    %s\n", r.Status, r.Row.URL, tail)
.\gitmap\clonefrom\summary.go|108|return without blank line|return "", fmt.Errorf(constants.ErrCloneFromReportMkdir, dir, err)
.\gitmap\clonefrom\summary.go|114|return without blank line|return "", fmt.Errorf(constants.ErrCloneFromReportCreate, full, err)
.\gitmap\clonefrom\summary.go|118|return without blank line|return "", err
.\gitmap\clonefrom\summary.go|131|return without blank line|return err
.\gitmap\clonefrom\summary.go|139|return without blank line|return err
.\gitmap\clonefrom\summary.go|33|monolithic function|length 20
.\gitmap\clonefrom\summary.go|105|monolithic function|length 18
.\gitmap\clonefrom\summary.go|127|monolithic function|length 18
.\gitmap\clonefrom\summary_csvquoting_golden_test.go|58|return without blank line|return []Result{
.\gitmap\clonefrom\summary_csvquoting_golden_test.go|57|monolithic function|length 32
.\gitmap\clonefrom\summary_golden_test.go|42|return without blank line|return Result{
.\gitmap\clonefrom\summary_golden_test.go|56|return without blank line|return Result{
.\gitmap\clonefrom\summary_golden_test.go|66|return without blank line|return Result{
.\gitmap\clonefrom\summary_golden_test.go|82|return without blank line|return []Result{
.\gitmap\clonefrom\summary_golden_test.go|156|return without blank line|return bytes.ReplaceAll(rawBytes, []byte("\r\n"), []byte("\n"))
.\gitmap\clonefrom\summary_jsonschemaversion_test.go|73|monolithic function|length 21
.\gitmap\clonefrom\summary_provenance_test.go|52|monolithic function|length 24
.\gitmap\clonefrom\summary_scheme.go|26|return without blank line|return []string{
.\gitmap\clonefrom\summary_scheme.go|55|return without blank line|return hit
.\gitmap\clonefrom\summary_scheme.go|58|return without blank line|return constants.CloneFromSchemeSCP
.\gitmap\clonefrom\summary_scheme.go|77|return without blank line|return p.scheme, true
.\gitmap\clonefrom\summary_terminal.go|42|return without blank line|return "", fmt.Errorf(constants.ErrCloneFromReportMkdir, dir, err)
.\gitmap\clonefrom\summary_terminal.go|48|return without blank line|return "", fmt.Errorf(constants.ErrCloneFromReportCreate, full, err)
.\gitmap\clonefrom\summary_terminal.go|52|return without blank line|return "", err
.\gitmap\clonefrom\summary_terminal.go|68|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|71|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|74|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|85|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|100|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|109|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|126|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|129|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|141|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|144|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|147|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|156|return without blank line|return err
.\gitmap\clonefrom\summary_terminal.go|158|return without blank line|return nil
.\gitmap\clonefrom\summary_terminal.go|39|monolithic function|length 18
.\gitmap\clonefrom\summary_terminal.go|97|monolithic function|length 17
.\gitmap\clonefrom\summary_terminal_test.go|37|monolithic function|length 34
.\gitmap\clonefrom\testhelpers_test.go|14|return without blank line|return os.WriteFile(path, []byte(body), 0o644)
.\gitmap\clonefrom\validate.go|30|return without blank line|return err
.\gitmap\clonefrom\validate.go|39|return without blank line|return constants.CSVColumnURL, fmt.Errorf(constants.ErrCloneFromEmptyURL)
.\gitmap\clonefrom\validate.go|42|return without blank line|return constants.CSVColumnURL, fmt.Errorf(constants.ErrCloneFromBadURL, r.URL)
.\gitmap\clonefrom\validate.go|45|return without blank line|return constants.CSVColumnDepth, fmt.Errorf(constants.ErrCloneFromNegDepth, r.Depth)
